"","date","open","high","low","close"
"1",2022-06-20 00:00:00,1.30006,1.30116,1.29965,1.30064
"2",2022-06-20 01:00:00,1.30063,1.30256,1.30024,1.30247
"3",2022-06-20 02:00:00,1.30248,1.30256,1.30046,1.30094
"4",2022-06-20 03:00:00,1.30093,1.3015,1.29991,1.30038
"5",2022-06-20 04:00:00,1.30039,1.3008,1.29958,1.30058
"6",2022-06-20 05:00:00,1.30057,1.30119,1.29964,1.29976
"7",2022-06-20 06:00:00,1.29978,1.30052,1.2991,1.2994
"8",2022-06-20 07:00:00,1.29939,1.30048,1.29866,1.29954
"9",2022-06-20 08:00:00,1.29952,1.29988,1.29896,1.29968
"10",2022-06-20 09:00:00,1.29967,1.29976,1.29855,1.29865
"11",2022-06-20 10:00:00,1.29866,1.30004,1.29855,1.30003
"12",2022-06-20 11:00:00,1.30002,1.30065,1.29894,1.29911
"13",2022-06-20 12:00:00,1.29911,1.29986,1.2987,1.29972
"14",2022-06-20 13:00:00,1.29973,1.30133,1.29964,1.3013
"15",2022-06-20 14:00:00,1.30131,1.30132,1.29852,1.29971
"16",2022-06-20 15:00:00,1.29974,1.3001,1.2979,1.2979
"17",2022-06-20 16:00:00,1.29792,1.29906,1.2979,1.29884
"18",2022-06-20 17:00:00,1.29885,1.2996,1.29883,1.2996
"19",2022-06-20 18:00:00,1.29961,1.30005,1.29907,1.29945
"20",2022-06-20 19:00:00,1.29944,1.29977,1.29865,1.29874
"21",2022-06-20 20:00:00,1.29875,1.29894,1.298035,1.298105
"22",2022-06-20 21:00:00,1.298055,1.298185,1.29802,1.298185
"23",2022-06-20 22:00:00,1.298195,1.29848,1.29775,1.29776
"24",2022-06-20 23:00:00,1.29775,1.29861,1.29757,1.29844
"25",2022-06-21 00:00:00,1.29845,1.29855,1.29597,1.29618
"26",2022-06-21 01:00:00,1.29619,1.29646,1.29545,1.29546
"27",2022-06-21 02:00:00,1.29545,1.29545,1.29452,1.295
"28",2022-06-21 03:00:00,1.29499,1.29546,1.29424,1.2943
"29",2022-06-21 04:00:00,1.29429,1.29495,1.29394,1.29465
"30",2022-06-21 05:00:00,1.29464,1.29561,1.29406,1.2944
"31",2022-06-21 06:00:00,1.29441,1.29513,1.29338,1.29373
"32",2022-06-21 07:00:00,1.29376,1.29395,1.29093,1.2912
"33",2022-06-21 08:00:00,1.29121,1.29164,1.2906,1.29113
"34",2022-06-21 09:00:00,1.29112,1.29269,1.29108,1.29264
"35",2022-06-21 10:00:00,1.29263,1.29481,1.2926,1.29476
"36",2022-06-21 11:00:00,1.29475,1.2963,1.29461,1.29556
"37",2022-06-21 12:00:00,1.29557,1.29568,1.29352,1.29478
"38",2022-06-21 13:00:00,1.29477,1.29493,1.29219,1.29254
"39",2022-06-21 14:00:00,1.29253,1.2939,1.29086,1.29199
"40",2022-06-21 15:00:00,1.29198,1.29331,1.29165,1.2929
"41",2022-06-21 16:00:00,1.29291,1.2944,1.29166,1.29168
"42",2022-06-21 17:00:00,1.29169,1.29298,1.29141,1.29261
"43",2022-06-21 18:00:00,1.29262,1.29309,1.29155,1.29238
"44",2022-06-21 19:00:00,1.29236,1.29242,1.2911,1.29187
"45",2022-06-21 20:00:00,1.29186,1.29229,1.29137,1.29209
"46",2022-06-21 21:00:00,1.29217,1.29256,1.29167,1.29182
"47",2022-06-21 22:00:00,1.29183,1.29238,1.29183,1.29215
"48",2022-06-21 23:00:00,1.29216,1.2934,1.29216,1.2933
"49",2022-06-22 00:00:00,1.29329,1.29509,1.29322,1.29462
"50",2022-06-22 01:00:00,1.29463,1.29554,1.29398,1.2954
"51",2022-06-22 02:00:00,1.29539,1.2975,1.29487,1.29707
"52",2022-06-22 03:00:00,1.29706,1.29741,1.29625,1.29653
"53",2022-06-22 04:00:00,1.29654,1.29725,1.29614,1.2968
"54",2022-06-22 05:00:00,1.29679,1.29734,1.29648,1.29708
"55",2022-06-22 06:00:00,1.29709,1.29787,1.29637,1.29742
"56",2022-06-22 07:00:00,1.29743,1.29966,1.2972,1.29811
"57",2022-06-22 08:00:00,1.29812,1.29915,1.29769,1.29853
"58",2022-06-22 09:00:00,1.29854,1.29883,1.29784,1.29806
"59",2022-06-22 10:00:00,1.29805,1.29853,1.29704,1.29814
"60",2022-06-22 11:00:00,1.29813,1.29847,1.29669,1.29812
"61",2022-06-22 12:00:00,1.29811,1.2991,1.29587,1.29589
"62",2022-06-22 13:00:00,1.29588,1.29689,1.295,1.29576
"63",2022-06-22 14:00:00,1.29606,1.29609,1.29262,1.29375
"64",2022-06-22 15:00:00,1.29374,1.29466,1.29174,1.29352
"65",2022-06-22 16:00:00,1.29353,1.29442,1.29204,1.29436
"66",2022-06-22 17:00:00,1.29435,1.29481,1.29215,1.29216
"67",2022-06-22 18:00:00,1.29215,1.29334,1.29123,1.29317
"68",2022-06-22 19:00:00,1.29316,1.29469,1.2922,1.29466
"69",2022-06-22 20:00:00,1.29467,1.29488,1.29366,1.29462
"70",2022-06-22 21:00:00,1.294845,1.294915,1.29474,1.29489
"71",2022-06-22 22:00:00,1.294885,1.29505,1.29462,1.29462
"72",2022-06-22 23:00:00,1.29461,1.29643,1.29461,1.29633
"73",2022-06-23 21:00:00,1.29932,1.30019,1.29914,1.299925
"74",2022-06-23 22:00:00,1.299915,1.300035,1.29845,1.29849
"75",2022-06-23 23:00:00,1.2985,1.299,1.29802,1.299
"76",2022-06-24 00:00:00,1.29899,1.29999,1.29828,1.29898
"77",2022-06-24 01:00:00,1.29899,1.29946,1.29808,1.29862
"78",2022-06-24 02:00:00,1.29861,1.29895,1.29797,1.29828
"79",2022-06-24 03:00:00,1.29827,1.29904,1.29818,1.29846
"80",2022-06-24 04:00:00,1.29847,1.2986,1.29799,1.29813
"81",2022-06-24 05:00:00,1.29815,1.29863,1.29737,1.29819
"82",2022-06-24 06:00:00,1.29818,1.29872,1.29767,1.29807
"83",2022-06-24 07:00:00,1.29807,1.29859,1.2975,1.29796
"84",2022-06-24 08:00:00,1.29797,1.29935,1.29672,1.29684
"85",2022-06-24 09:00:00,1.29685,1.29723,1.29587,1.29603
"86",2022-06-24 10:00:00,1.29604,1.29708,1.29587,1.29707
"87",2022-06-26 21:00:00,1.289395,1.289465,1.2892,1.28929
"88",2022-06-26 22:00:00,1.28928,1.28951,1.28887,1.28918
"89",2022-06-26 23:00:00,1.28917,1.28997,1.28848,1.28992
"90",2022-06-27 00:00:00,1.28994,1.29167,1.28934,1.29134
"91",2022-06-27 01:00:00,1.29133,1.29133,1.28879,1.289
"92",2022-06-27 02:00:00,1.28899,1.2894,1.28711,1.28779
"93",2022-06-27 03:00:00,1.28778,1.28846,1.28713,1.28737
"94",2022-06-27 04:00:00,1.28736,1.2877,1.28704,1.28709
"95",2022-06-27 05:00:00,1.28708,1.28852,1.28695,1.28848
"96",2022-06-27 06:00:00,1.28847,1.28913,1.2876,1.28769
"97",2022-06-27 07:00:00,1.2877,1.28812,1.28645,1.2869
"98",2022-06-27 08:00:00,1.28689,1.28774,1.28655,1.28711
"99",2022-06-27 09:00:00,1.2871,1.28937,1.28705,1.28927
"100",2022-06-27 10:00:00,1.28926,1.2898,1.28852,1.28894
"101",2022-06-27 11:00:00,1.28893,1.29036,1.2888,1.29016
"102",2022-06-27 12:00:00,1.29015,1.29147,1.28991,1.29021
"103",2022-06-27 13:00:00,1.2902,1.29155,1.28891,1.29101
"104",2022-06-27 14:00:00,1.29099,1.29146,1.28732,1.28781
"105",2022-06-27 15:00:00,1.2878,1.28826,1.28708,1.28725
"106",2022-06-27 16:00:00,1.28724,1.28904,1.28706,1.28709
"107",2022-06-27 17:00:00,1.28708,1.28872,1.28686,1.28786
"108",2022-06-27 18:00:00,1.28785,1.2886,1.28731,1.28783
"109",2022-06-27 19:00:00,1.28782,1.28886,1.28722,1.28811
"110",2022-06-27 20:00:00,1.28812,1.28821,1.28734,1.287575
"111",2022-06-27 21:00:00,1.287525,1.28787,1.287445,1.287535
"112",2022-06-27 22:00:00,1.287575,1.2879,1.28693,1.28698
"113",2022-06-27 23:00:00,1.28697,1.2873,1.28653,1.28719
"114",2022-06-28 00:00:00,1.2872,1.2872,1.28583,1.28642
"115",2022-06-28 01:00:00,1.28641,1.28744,1.28555,1.28711
"116",2022-06-28 02:00:00,1.2871,1.28778,1.28664,1.2872
"117",2022-06-28 03:00:00,1.28718,1.28755,1.28605,1.28641
"118",2022-06-28 04:00:00,1.28642,1.28657,1.28587,1.28619
"119",2022-06-28 05:00:00,1.28618,1.28638,1.28536,1.28563
"120",2022-06-28 06:00:00,1.28564,1.28601,1.28316,1.28376
"121",2022-06-28 07:00:00,1.28375,1.28483,1.28242,1.28395
"122",2022-06-28 08:00:00,1.28394,1.28406,1.28193,1.28236
"123",2022-06-28 09:00:00,1.28235,1.28255,1.28212,1.28243
"124",2022-06-28 21:00:00,1.287095,1.28762,1.286825,1.287195
"125",2022-06-28 22:00:00,1.2872,1.28764,1.287015,1.28739
"126",2022-06-29 21:00:00,1.28936,1.28941,1.28923,1.2894
"127",2022-06-29 22:00:00,1.28941,1.289495,1.28864,1.28875
"128",2022-06-29 23:00:00,1.28876,1.28938,1.28836,1.28844
"129",2022-06-30 00:00:00,1.28845,1.28979,1.28842,1.28931
"130",2022-06-30 01:00:00,1.28932,1.29077,1.28878,1.28938
"131",2022-06-30 02:00:00,1.28939,1.28941,1.28781,1.28843
"132",2022-06-30 03:00:00,1.28844,1.28905,1.28804,1.28888
"133",2022-06-30 04:00:00,1.28889,1.28922,1.28872,1.28892
"134",2022-06-30 05:00:00,1.28893,1.29096,1.28893,1.2898
"135",2022-06-30 06:00:00,1.28981,1.29098,1.28935,1.2909
"136",2022-06-30 07:00:00,1.29089,1.29192,1.29016,1.29116
"137",2022-06-30 08:00:00,1.29117,1.29167,1.29036,1.29142
"138",2022-06-30 09:00:00,1.29141,1.29179,1.2909,1.29125
"139",2022-06-30 10:00:00,1.29126,1.29211,1.29116,1.29176
"140",2022-06-30 11:00:00,1.29175,1.29335,1.29102,1.29175
"141",2022-06-30 12:00:00,1.29176,1.29297,1.28963,1.29046
"142",2022-06-30 13:00:00,1.29047,1.29096,1.28786,1.28928
"143",2022-06-30 14:00:00,1.28929,1.2926,1.28907,1.28973
"144",2022-06-30 15:00:00,1.28972,1.29088,1.28649,1.28704
"145",2022-06-30 16:00:00,1.28703,1.28859,1.28644,1.28718
"146",2022-06-30 17:00:00,1.28719,1.28769,1.28615,1.28643
"147",2022-06-30 18:00:00,1.28642,1.28748,1.28626,1.287
"148",2022-06-30 19:00:00,1.28699,1.28874,1.28661,1.28723
"149",2022-06-30 20:00:00,1.28724,1.28772,1.28688,1.28733
"150",2022-06-30 21:00:00,1.28757,1.28759,1.287305,1.28754
"151",2022-06-30 22:00:00,1.287535,1.28848,1.28726,1.28733
"152",2022-06-30 23:00:00,1.28732,1.28798,1.28716,1.2873
"153",2022-07-01 00:00:00,1.28723,1.28788,1.2867,1.28783
"154",2022-07-01 01:00:00,1.28784,1.28865,1.28751,1.28825
"155",2022-07-01 02:00:00,1.28826,1.28943,1.2873,1.28925
"156",2022-07-01 03:00:00,1.28926,1.29164,1.28912,1.2911
"157",2022-07-01 04:00:00,1.29111,1.29242,1.29089,1.29235
"158",2022-07-01 05:00:00,1.29236,1.29293,1.29179,1.292
"159",2022-07-01 06:00:00,1.29199,1.29258,1.2916,1.29233
"160",2022-07-01 07:00:00,1.29232,1.29307,1.29141,1.29268
"161",2022-07-01 08:00:00,1.29269,1.29382,1.2911,1.29145
"162",2022-07-01 09:00:00,1.29146,1.2922,1.29066,1.29172
"163",2022-07-01 10:00:00,1.29171,1.2926,1.29137,1.29217
"164",2022-07-01 11:00:00,1.29216,1.29361,1.29147,1.29304
"165",2022-07-01 12:00:00,1.29305,1.29571,1.29299,1.29519
"166",2022-07-01 13:00:00,1.2952,1.29598,1.29268,1.29362
"167",2022-07-01 14:00:00,1.29349,1.29664,1.29096,1.29189
"168",2022-07-01 15:00:00,1.2919,1.29366,1.29056,1.29155
"169",2022-07-01 16:00:00,1.29154,1.29175,1.29076,1.29169
"170",2022-07-01 17:00:00,1.29168,1.29203,1.29032,1.2904
"171",2022-07-01 18:00:00,1.29041,1.29045,1.28853,1.28879
"172",2022-07-01 19:00:00,1.28878,1.28971,1.2884,1.28901
"173",2022-07-01 20:00:00,1.289,1.28922,1.28833,1.28839
"174",2022-07-03 21:00:00,1.288145,1.28848,1.287825,1.28807
"175",2022-07-03 22:00:00,1.28805,1.28893,1.28765,1.28792
"176",2022-07-03 23:00:00,1.28791,1.28941,1.28772,1.28897
"177",2022-07-04 00:00:00,1.28896,1.28899,1.28741,1.28834
"178",2022-07-04 01:00:00,1.28833,1.2903,1.28833,1.28884
"179",2022-07-04 02:00:00,1.28883,1.28995,1.28847,1.28949
"180",2022-07-04 03:00:00,1.28948,1.28996,1.28844,1.28976
"181",2022-07-04 04:00:00,1.28977,1.28996,1.28925,1.28936
"182",2022-07-04 05:00:00,1.28935,1.28942,1.28757,1.28759
"183",2022-07-04 06:00:00,1.28758,1.28804,1.28681,1.28784
"184",2022-07-04 07:00:00,1.28785,1.28785,1.28627,1.28647
"185",2022-07-04 08:00:00,1.28649,1.28717,1.28619,1.28661
"186",2022-07-04 09:00:00,1.28662,1.2874,1.2842,1.28483
"187",2022-07-04 10:00:00,1.28482,1.28505,1.28375,1.28441
"188",2022-07-04 11:00:00,1.2844,1.28523,1.2838,1.28483
"189",2022-07-04 12:00:00,1.28482,1.286,1.28474,1.28583
"190",2022-07-04 13:00:00,1.28582,1.28714,1.28572,1.2869
"191",2022-07-04 14:00:00,1.28689,1.2887,1.28658,1.28851
"192",2022-07-04 15:00:00,1.28852,1.28946,1.28754,1.28803
"193",2022-07-04 16:00:00,1.28802,1.28819,1.28673,1.2869
"194",2022-07-04 17:00:00,1.28691,1.28701,1.28605,1.28666
"195",2022-07-04 18:00:00,1.28667,1.28667,1.28527,1.28533
"196",2022-07-04 19:00:00,1.28532,1.28658,1.28531,1.28646
"197",2022-07-04 20:00:00,1.28645,1.28648,1.28596,1.28602
"198",2022-07-04 21:00:00,1.28619,1.286735,1.285855,1.2859
"199",2022-07-04 22:00:00,1.285895,1.28604,1.285395,1.28567
"200",2022-07-04 23:00:00,1.28565,1.28595,1.28467,1.28587
"201",2022-07-05 00:00:00,1.28586,1.28621,1.28465,1.28505
"202",2022-07-05 01:00:00,1.28506,1.28599,1.28461,1.28494
"203",2022-07-05 02:00:00,1.28493,1.28654,1.28489,1.28626
"204",2022-07-05 03:00:00,1.28625,1.28634,1.28551,1.28617
"205",2022-07-05 04:00:00,1.28618,1.28693,1.28518,1.2852
"206",2022-07-05 05:00:00,1.28521,1.28546,1.28437,1.28447
"207",2022-07-05 06:00:00,1.28448,1.28532,1.28439,1.28512
"208",2022-07-05 07:00:00,1.28514,1.28796,1.28505,1.28725
"209",2022-07-05 08:00:00,1.28726,1.29239,1.2869,1.29233
"210",2022-07-05 09:00:00,1.29232,1.29334,1.29135,1.29268
"211",2022-07-05 10:00:00,1.2927,1.29354,1.29193,1.29338
"212",2022-07-05 11:00:00,1.29337,1.29594,1.29331,1.29566
"213",2022-07-05 12:00:00,1.29565,1.29996,1.29554,1.29947
"214",2022-07-05 13:00:00,1.29948,1.3023,1.29947,1.30194
"215",2022-07-05 14:00:00,1.30195,1.30546,1.30151,1.30483
"216",2022-07-05 15:00:00,1.30484,1.30838,1.30453,1.30667
"217",2022-07-05 16:00:00,1.30666,1.30786,1.30441,1.3073
"218",2022-07-05 17:00:00,1.30731,1.30753,1.3053,1.30562
"219",2022-07-05 18:00:00,1.30561,1.30581,1.30337,1.3048
"220",2022-07-05 19:00:00,1.30479,1.30489,1.30287,1.30371
"221",2022-07-05 20:00:00,1.30372,1.30378,1.3024,1.30313
"222",2022-07-05 21:00:00,1.302695,1.303405,1.30258,1.30326
"223",2022-07-05 22:00:00,1.30325,1.303255,1.30241,1.30249
"224",2022-07-05 23:00:00,1.3025,1.30379,1.30243,1.30325
"225",2022-07-06 00:00:00,1.30326,1.30377,1.30163,1.30241
"226",2022-07-06 01:00:00,1.3024,1.30371,1.30146,1.30338
"227",2022-07-06 02:00:00,1.30337,1.30408,1.30264,1.30379
"228",2022-07-06 03:00:00,1.30378,1.30449,1.30307,1.30369
"229",2022-07-06 04:00:00,1.30368,1.30482,1.30361,1.30422
"230",2022-07-06 05:00:00,1.30421,1.30574,1.30396,1.3055
"231",2022-07-06 06:00:00,1.30551,1.30646,1.30274,1.30286
"232",2022-07-06 07:00:00,1.30287,1.30373,1.30122,1.30228
"233",2022-07-06 08:00:00,1.30227,1.30453,1.30168,1.30355
"234",2022-07-06 09:00:00,1.30354,1.30517,1.30319,1.30388
"235",2022-07-06 10:00:00,1.30387,1.30492,1.30302,1.30428
"236",2022-07-06 11:00:00,1.30429,1.30483,1.30321,1.30323
"237",2022-07-06 12:00:00,1.30322,1.30448,1.30177,1.30263
"238",2022-07-06 13:00:00,1.30262,1.30426,1.30149,1.304085
"239",2022-07-06 14:00:00,1.30409,1.30759,1.30224,1.30741
"240",2022-07-06 15:00:00,1.3074,1.30783,1.30531,1.30535
"241",2022-07-06 16:00:00,1.30534,1.30721,1.30521,1.3065
"242",2022-07-06 17:00:00,1.30649,1.30654,1.30433,1.30433
"243",2022-07-06 18:00:00,1.30437,1.30682,1.30325,1.3042
"244",2022-07-06 19:00:00,1.30421,1.30482,1.30236,1.30402
"245",2022-07-06 20:00:00,1.30401,1.30488,1.30332,1.303725
"246",2022-07-06 21:00:00,1.303835,1.304,1.30353,1.303635
"247",2022-07-06 22:00:00,1.30364,1.3043,1.30302,1.30305
"248",2022-07-06 23:00:00,1.30303,1.30407,1.3029,1.30381
"249",2022-07-07 00:00:00,1.3038,1.30506,1.30317,1.30371
"250",2022-07-07 01:00:00,1.30372,1.3056,1.30351,1.30494
"251",2022-07-07 02:00:00,1.30493,1.30494,1.30226,1.30255
"252",2022-07-07 03:00:00,1.30254,1.3028,1.30142,1.30185
"253",2022-07-07 04:00:00,1.30186,1.3022,1.30123,1.30156
"254",2022-07-07 05:00:00,1.30155,1.30173,1.30004,1.30093
"255",2022-07-07 06:00:00,1.30094,1.30239,1.30085,1.30239
"256",2022-07-07 07:00:00,1.30238,1.30269,1.30047,1.30067
"257",2022-07-07 08:00:00,1.30068,1.30228,1.29922,1.30116
"258",2022-07-07 09:00:00,1.30115,1.30194,1.29924,1.30043
"259",2022-07-07 10:00:00,1.30044,1.30089,1.29801,1.29817
"260",2022-07-07 11:00:00,1.29816,1.29943,1.29804,1.29816
"261",2022-07-07 12:00:00,1.29815,1.30085,1.29812,1.30042
"262",2022-07-07 13:00:00,1.30043,1.30209,1.29795,1.29835
"263",2022-07-07 14:00:00,1.29834,1.30054,1.29631,1.29786
"264",2022-07-07 15:00:00,1.29785,1.29894,1.29717,1.2988
"265",2022-07-07 16:00:00,1.29879,1.29919,1.29787,1.29848
"266",2022-07-07 17:00:00,1.2985,1.29932,1.29822,1.29835
"267",2022-07-07 18:00:00,1.29834,1.29884,1.29776,1.298
"268",2022-07-07 19:00:00,1.29799,1.29821,1.29724,1.29767
"269",2022-07-07 20:00:00,1.29767,1.29808,1.296645,1.29672
"270",2022-07-07 21:00:00,1.29684,1.297155,1.29684,1.29699
"271",2022-07-07 22:00:00,1.296995,1.29719,1.29656,1.29657
"272",2022-07-07 23:00:00,1.29656,1.29747,1.29653,1.29682
"273",2022-07-08 00:00:00,1.2967,1.29758,1.29545,1.29545
"274",2022-07-08 01:00:00,1.29546,1.29769,1.2954,1.29745
"275",2022-07-08 02:00:00,1.29743,1.29942,1.29703,1.29914
"276",2022-07-08 03:00:00,1.29912,1.30176,1.2991,1.30142
"277",2022-07-08 04:00:00,1.30141,1.30172,1.29979,1.29979
"278",2022-07-08 05:00:00,1.2998,1.30096,1.2998,1.2999
"279",2022-07-08 06:00:00,1.29994,1.30011,1.29916,1.2996
"280",2022-07-08 07:00:00,1.29961,1.30244,1.29957,1.30068
"281",2022-07-08 08:00:00,1.30067,1.3017,1.30038,1.30169
"282",2022-07-08 09:00:00,1.30168,1.3025,1.30019,1.30043
"283",2022-07-08 10:00:00,1.30044,1.30064,1.29796,1.29949
"284",2022-07-08 11:00:00,1.29948,1.29967,1.29847,1.299
"285",2022-07-08 12:00:00,1.29899,1.30356,1.29841,1.30128
"286",2022-07-08 13:00:00,1.30127,1.30127,1.29588,1.29831
"287",2022-07-08 14:00:00,1.2983,1.29917,1.29398,1.29439
"288",2022-07-08 15:00:00,1.29437,1.29489,1.29364,1.29468
"289",2022-07-08 16:00:00,1.29467,1.29776,1.2946,1.297
"290",2022-07-08 17:00:00,1.29699,1.29778,1.2963,1.29675
"291",2022-07-08 18:00:00,1.29674,1.29706,1.29547,1.29584
"292",2022-07-08 19:00:00,1.29585,1.29632,1.29518,1.29547
"293",2022-07-08 20:00:00,1.29548,1.29551,1.29372,1.29377
"294",2022-07-11 00:00:00,1.29574,1.29604,1.29518,1.2953
"295",2022-07-11 01:00:00,1.29529,1.29808,1.29522,1.29775
"296",2022-07-11 02:00:00,1.29774,1.29813,1.29686,1.2977
"297",2022-07-11 03:00:00,1.29771,1.29798,1.29712,1.29747
"298",2022-07-11 04:00:00,1.29748,1.29794,1.29695,1.29733
"299",2022-07-11 05:00:00,1.29734,1.29849,1.29722,1.29823
"300",2022-07-11 06:00:00,1.29824,1.29995,1.29795,1.29968
"301",2022-07-11 07:00:00,1.29967,1.30033,1.29849,1.29942
"302",2022-07-11 08:00:00,1.29942,1.29974,1.29828,1.29911
"303",2022-07-11 09:00:00,1.29912,1.30051,1.29829,1.3005
"304",2022-07-11 10:00:00,1.30048,1.30084,1.29955,1.29978
"305",2022-07-11 11:00:00,1.29979,1.30182,1.29948,1.30152
"306",2022-07-11 12:00:00,1.30151,1.30267,1.30061,1.30213
"307",2022-07-11 13:00:00,1.30214,1.30517,1.30183,1.3023
"308",2022-07-11 14:00:00,1.30231,1.30342,1.29845,1.29953
"309",2022-07-11 15:00:00,1.29951,1.29985,1.29785,1.29802
"310",2022-07-11 16:00:00,1.29801,1.29994,1.29777,1.29915
"311",2022-07-11 17:00:00,1.29914,1.29931,1.29772,1.29789
"312",2022-07-11 18:00:00,1.29788,1.29899,1.29757,1.29899
"313",2022-07-11 19:00:00,1.29898,1.30113,1.29857,1.29998
"314",2022-07-11 20:00:00,1.29999,1.30083,1.29974,1.30083
"315",2022-07-11 23:00:00,1.2999,1.30007,1.29947,1.29978
"316",2022-07-12 00:00:00,1.29977,1.30135,1.29917,1.3011
"317",2022-07-12 01:00:00,1.30112,1.30335,1.30108,1.30175
"318",2022-07-12 02:00:00,1.30176,1.30244,1.30134,1.30143
"319",2022-07-12 03:00:00,1.30142,1.30241,1.30131,1.30163
"320",2022-07-12 04:00:00,1.30164,1.30279,1.30157,1.30233
"321",2022-07-12 05:00:00,1.30232,1.30324,1.30204,1.30311
"322",2022-07-12 06:00:00,1.3031,1.30402,1.30224,1.30247
"323",2022-07-12 07:00:00,1.30248,1.30438,1.30191,1.30353
"324",2022-07-12 08:00:00,1.30352,1.3049,1.30327,1.30368
"325",2022-07-12 09:00:00,1.30367,1.30474,1.30296,1.30296
"326",2022-07-12 10:00:00,1.30298,1.30468,1.30182,1.30463
"327",2022-07-12 11:00:00,1.30464,1.30506,1.30239,1.30384
"328",2022-07-12 12:00:00,1.30382,1.30461,1.30336,1.30344
"329",2022-07-12 13:00:00,1.30346,1.30444,1.30176,1.30315
"330",2022-07-12 14:00:00,1.30316,1.30454,1.30107,1.30152
"331",2022-07-12 15:00:00,1.3015,1.30161,1.29914,1.30034
"332",2022-07-12 16:00:00,1.30035,1.30143,1.29937,1.2995
"333",2022-07-12 17:00:00,1.29951,1.30035,1.29878,1.2988
"334",2022-07-12 18:00:00,1.29881,1.30105,1.29845,1.30077
"335",2022-07-12 19:00:00,1.30079,1.30329,1.30079,1.30167
"336",2022-07-12 20:00:00,1.30166,1.30264,1.3015,1.30231
"337",2022-07-12 21:00:00,1.30231,1.302315,1.30084,1.30219
"338",2022-07-12 22:00:00,1.302195,1.30279,1.30204,1.30256
"339",2022-07-12 23:00:00,1.30255,1.30337,1.30225,1.30333
"340",2022-07-13 00:00:00,1.30323,1.30351,1.30261,1.30306
"341",2022-07-13 01:00:00,1.30305,1.30306,1.30142,1.30231
"342",2022-07-13 02:00:00,1.3023,1.30282,1.30056,1.30067
"343",2022-07-13 03:00:00,1.30066,1.30115,1.30015,1.30089
"344",2022-07-13 04:00:00,1.3009,1.30155,1.3008,1.30128
"345",2022-07-13 05:00:00,1.30127,1.30194,1.30103,1.30153
"346",2022-07-13 06:00:00,1.30152,1.30306,1.30041,1.30156
"347",2022-07-13 07:00:00,1.30155,1.303,1.30097,1.30195
"348",2022-07-13 08:00:00,1.30196,1.30266,1.30128,1.30129
"349",2022-07-13 09:00:00,1.30128,1.30162,1.3005,1.30128
"350",2022-07-13 10:00:00,1.30129,1.30145,1.29996,1.3006
"351",2022-07-13 11:00:00,1.30059,1.30068,1.29897,1.29898
"352",2022-07-13 12:00:00,1.29897,1.30608,1.297585,1.30237
"353",2022-07-13 13:00:00,1.3024,1.30401,1.30018,1.30284
"354",2022-07-13 14:00:00,1.30287,1.30287,1.29457,1.2959
"355",2022-07-13 15:00:00,1.29587,1.29701,1.29367,1.29594
"356",2022-07-13 16:00:00,1.29593,1.29595,1.29397,1.29491
"357",2022-07-13 17:00:00,1.2949,1.29595,1.29431,1.29522
"358",2022-07-13 18:00:00,1.2952,1.29753,1.29514,1.29664
"359",2022-07-13 19:00:00,1.29663,1.29811,1.29656,1.29716
"360",2022-07-13 20:00:00,1.29717,1.29804,1.29679,1.297475
"361",2022-07-13 21:00:00,1.29804,1.298245,1.29739,1.297495
"362",2022-07-13 22:00:00,1.29748,1.29887,1.29741,1.29832
"363",2022-07-13 23:00:00,1.29833,1.30026,1.29833,1.3
"364",2022-07-14 00:00:00,1.29999,1.30066,1.29898,1.30017
"365",2022-07-14 01:00:00,1.30015,1.30047,1.29868,1.2991
"366",2022-07-14 02:00:00,1.29909,1.29968,1.29794,1.29872
"367",2022-07-14 03:00:00,1.29871,1.29883,1.29717,1.29765
"368",2022-07-14 04:00:00,1.29764,1.29819,1.29742,1.29807
"369",2022-07-14 05:00:00,1.29806,1.29987,1.29764,1.29964
"370",2022-07-14 06:00:00,1.29963,1.30204,1.29958,1.30154
"371",2022-07-14 07:00:00,1.30153,1.30251,1.29986,1.30187
"372",2022-07-14 08:00:00,1.30186,1.3063,1.30173,1.30595
"373",2022-07-14 09:00:00,1.30596,1.30876,1.30568,1.30795
"374",2022-07-14 10:00:00,1.30791,1.31322,1.30779,1.31285
"375",2022-07-14 11:00:00,1.31284,1.31447,1.31178,1.31388
"376",2022-07-14 12:00:00,1.31387,1.31685,1.3138,1.31665
"377",2022-07-14 13:00:00,1.31666,1.32239,1.3157,1.31599
"378",2022-07-14 14:00:00,1.316,1.31907,1.31553,1.3159
"379",2022-07-14 15:00:00,1.31589,1.316,1.30911,1.31007
"380",2022-07-14 16:00:00,1.31006,1.31359,1.31001,1.31337
"381",2022-07-14 17:00:00,1.31338,1.31396,1.31169,1.3129
"382",2022-07-14 18:00:00,1.31291,1.31292,1.31001,1.31059
"383",2022-07-14 19:00:00,1.31058,1.31154,1.31016,1.31042
"384",2022-07-14 20:00:00,1.31041,1.31191,1.31033,1.31191
"385",2022-07-14 21:00:00,1.31158,1.312285,1.311535,1.312075
"386",2022-07-14 22:00:00,1.31207,1.31254,1.31154,1.31161
"387",2022-07-14 23:00:00,1.31162,1.31179,1.3108,1.31082
